2020-05-21 11:01:21 [main] INFO l:127 /###.###.#.##:##### | server is waiting to users...
2020-05-21 16:29:36 [main] INFO l:202 /127.0.0.1:54637 | successfully executed <HELP> command!
2020-05-21 16:29:55 [main] WARN l:209 /127.0.0.1:54637 | user left.
2020-05-21 16:30:22 [main] INFO l:174 /127.0.0.1:54646 | new user joined.
2020-05-21 16:30:28 [main] INFO l:202 /127.0.0.1:54646 | successfully executed <HELP> command!
2020-05-21 16:30:31 [main] INFO l:202 /127.0.0.1:54646 | successfully executed <HELP> command!
2020-05-21 16:30:33 [main] INFO l:202 /127.0.0.1:54646 | successfully executed <HELP> command!
2020-05-21 16:30:35 [main] INFO l:202 /127.0.0.1:54646 | successfully executed <SHOW> command!
2020-05-21 16:30:39 [main] INFO l:202 /127.0.0.1:54646 | successfully executed <HELP> command!
2020-05-21 16:31:46 [main] WARN l:209 /127.0.0.1:54646 | user left.
2020-05-21 16:31:51 [main] INFO l:174 /127.0.0.1:54655 | new user joined.
2020-05-21 16:31:53 [main] INFO l:202 /127.0.0.1:54655 | successfully executed <HELP> command!
2020-05-21 16:32:23 [main] WARN l:209 /127.0.0.1:54655 | user left.
2020-05-21 16:32:28 [main] INFO l:174 /127.0.0.1:54663 | new user joined.
2020-05-21 16:32:29 [main] INFO l:202 /127.0.0.1:54663 | successfully executed <HELP> command!
2020-05-21 16:32:32 [main] INFO l:202 /127.0.0.1:54663 | successfully executed <HELP> command!
2020-05-21 16:33:55 [main] INFO l:202 /127.0.0.1:54663 | successfully executed <ADD> command!
2020-05-21 16:34:00 [main] INFO l:202 /127.0.0.1:54663 | successfully executed <SHOW> command!
2020-05-21 16:40:51 [main] INFO l:129 /###.###.#.##:##### | server is waiting to users...
2020-05-21 16:40:54 [main] INFO l:174 /127.0.0.1:54682 | new user joined.
2020-05-21 16:40:56 [main] INFO l:202 /127.0.0.1:54682 | successfully executed <HELP> command!
2020-05-21 16:45:32 [main] WARN l:209 /127.0.0.1:54682 | user left.
2020-05-21 16:45:44 [main] INFO l:174 /127.0.0.1:54760 | new user joined.
2020-05-21 16:45:49 [main] INFO l:129 /###.###.#.##:##### | server is waiting to users...
2020-05-21 16:45:55 [main] INFO l:174 /127.0.0.1:54775 | new user joined.
2020-05-21 16:45:57 [main] INFO l:201 /127.0.0.1:54775 | successfully executed <HELP> command!
2020-05-21 16:45:59 [main] INFO l:201 /127.0.0.1:54775 | successfully executed <HELP> command!
2020-05-21 16:46:01 [main] INFO l:201 /127.0.0.1:54775 | successfully executed <HELP> command!
2020-05-21 16:46:02 [main] INFO l:201 /127.0.0.1:54775 | successfully executed <HELP> command!
2020-05-21 16:46:02 [main] INFO l:201 /127.0.0.1:54775 | successfully executed <HELP> command!
2020-05-21 16:46:27 [main] INFO l:201 /127.0.0.1:54775 | successfully executed <ADD> command!
2020-05-21 16:46:43 [main] INFO l:201 /127.0.0.1:54775 | successfully executed <HELP> command!
2020-05-21 16:46:59 [main] INFO l:201 /127.0.0.1:54775 | successfully executed <CLEAR> command!
2020-05-21 16:47:02 [main] INFO l:201 /127.0.0.1:54775 | successfully executed <CLEAR> command!
2020-05-21 16:47:06 [main] INFO l:201 /127.0.0.1:54775 | successfully executed <SHOW> command!
2020-05-21 16:47:09 [main] INFO l:201 /127.0.0.1:54775 | successfully executed <HELP> command!
2020-05-21 16:47:12 [main] INFO l:201 /127.0.0.1:54775 | successfully executed <SHOW> command!
2020-05-21 16:49:11 [main] WARN l:208 /127.0.0.1:54775 | user left.
2020-05-21 16:49:17 [main] INFO l:174 /127.0.0.1:54787 | new user joined.
2020-05-21 16:49:20 [main] INFO l:201 /127.0.0.1:54787 | successfully executed <HELP> command!
2020-05-21 16:49:23 [main] INFO l:201 /127.0.0.1:54787 | successfully executed <HELP> command!
2020-05-21 16:49:25 [main] INFO l:201 /127.0.0.1:54787 | successfully executed <HELP> command!
2020-05-21 16:49:27 [main] INFO l:201 /127.0.0.1:54787 | successfully executed <HELP> command!
2020-05-21 16:49:28 [main] INFO l:201 /127.0.0.1:54787 | successfully executed <HELP> command!
2020-05-21 16:49:32 [main] INFO l:201 /127.0.0.1:54787 | successfully executed <SHOW> command!
2020-05-21 16:49:34 [main] INFO l:201 /127.0.0.1:54787 | successfully executed <SHOW> command!
2020-05-21 16:49:49 [main] INFO l:201 /127.0.0.1:54787 | successfully executed <HELP> command!
2020-05-21 16:49:53 [main] INFO l:201 /127.0.0.1:54787 | successfully executed <HELP> command!
2020-05-21 16:49:54 [main] INFO l:201 /127.0.0.1:54787 | successfully executed <HELP> command!
2020-05-21 16:49:55 [main] INFO l:201 /127.0.0.1:54787 | successfully executed <HELP> command!
2020-05-21 16:49:59 [main] INFO l:201 /127.0.0.1:54787 | successfully executed <SHOW> command!
2020-05-21 16:50:03 [main] INFO l:201 /127.0.0.1:54787 | successfully executed <HELP> command!
2020-05-21 16:58:34 [main] INFO l:129 /###.###.#.##:##### | server is waiting to users...
2020-05-21 16:58:37 [main] INFO l:174 /127.0.0.1:54822 | new user joined.
2020-05-21 16:58:39 [main] INFO l:202 /127.0.0.1:54822 | successfully executed <HELP> command!
2020-05-21 17:01:06 [main] WARN l:209 /127.0.0.1:54822 | user left.
2020-05-21 17:01:18 [main] INFO l:174 /127.0.0.1:54835 | new user joined.
2020-05-21 17:01:21 [main] INFO l:202 /127.0.0.1:54835 | successfully executed <HELP> command!
2020-05-21 17:02:10 [main] WARN l:209 /127.0.0.1:54835 | user left.
2020-05-21 17:02:11 [main] INFO l:174 /127.0.0.1:54838 | new user joined.
2020-05-21 17:02:16 [main] INFO l:202 /127.0.0.1:54838 | successfully executed <SHOW> command!
2020-05-21 17:04:03 [main] WARN l:209 /127.0.0.1:54838 | user left.
2020-05-21 17:05:00 [main] INFO l:174 /127.0.0.1:54852 | new user joined.
2020-05-21 17:05:02 [main] INFO l:202 /127.0.0.1:54852 | successfully executed <HELP> command!
2020-05-21 20:34:02 [main] INFO l:129 /###.###.#.##:##### | server is waiting to users...
2020-05-21 20:34:12 [main] INFO l:174 /127.0.0.1:55285 | new user joined.
2020-05-21 20:34:35 [main] INFO l:202 /127.0.0.1:55285 | successfully executed <HELP> command!
2020-05-21 20:40:00 [main] WARN l:209 /127.0.0.1:55285 | user left.
2020-05-21 20:40:13 [main] INFO l:174 /127.0.0.1:55344 | new user joined.
2020-05-21 20:40:15 [main] INFO l:202 /127.0.0.1:55344 | successfully executed <HELP> command!
2020-05-21 20:40:17 [main] INFO l:202 /127.0.0.1:55344 | successfully executed <HELP> command!
2020-05-21 20:40:18 [main] INFO l:202 /127.0.0.1:55344 | successfully executed <HELP> command!
2020-05-21 20:40:19 [main] INFO l:202 /127.0.0.1:55344 | successfully executed <HELP> command!
2020-05-21 20:40:21 [main] INFO l:202 /127.0.0.1:55344 | successfully executed <SHOW> command!
2020-05-21 20:40:30 [main] INFO l:202 /127.0.0.1:55344 | successfully executed <ADD> command!
2020-05-21 20:40:33 [main] INFO l:202 /127.0.0.1:55344 | successfully executed <SHOW> command!
2020-05-21 20:41:41 [main] WARN l:209 /127.0.0.1:55344 | user left.
2020-05-21 20:41:49 [main] INFO l:174 /127.0.0.1:55351 | new user joined.
2020-05-21 20:41:51 [main] INFO l:202 /127.0.0.1:55351 | successfully executed <SHOW> command!
2020-05-21 20:41:55 [main] INFO l:202 /127.0.0.1:55351 | successfully executed <SHOW> command!
2020-05-21 20:41:58 [main] INFO l:202 /127.0.0.1:55351 | successfully executed <HELP> command!
2020-05-21 20:47:16 [main] INFO l:174 /127.0.0.1:55370 | new user joined.
2020-05-21 20:47:19 [main] INFO l:202 /127.0.0.1:55370 | successfully executed <HELP> command!
2020-05-21 20:47:20 [main] INFO l:202 /127.0.0.1:55370 | successfully executed <HELP> command!
2020-05-21 20:47:21 [main] INFO l:202 /127.0.0.1:55370 | successfully executed <HELP> command!
2020-05-21 20:47:22 [main] INFO l:202 /127.0.0.1:55370 | successfully executed <HELP> command!
2020-05-21 20:47:23 [main] INFO l:202 /127.0.0.1:55370 | successfully executed <HELP> command!
2020-05-21 20:47:24 [main] INFO l:202 /127.0.0.1:55370 | successfully executed <HELP> command!
2020-05-21 20:50:11 [main] WARN l:209 /127.0.0.1:55370 | user left.
2020-05-21 20:50:15 [main] INFO l:174 /127.0.0.1:55381 | new user joined.
2020-05-21 20:50:16 [main] INFO l:202 /127.0.0.1:55381 | successfully executed <HELP> command!
2020-05-21 20:50:17 [main] INFO l:202 /127.0.0.1:55381 | successfully executed <HELP> command!
2020-05-21 20:50:18 [main] INFO l:202 /127.0.0.1:55381 | successfully executed <HELP> command!
2020-05-21 20:50:19 [main] INFO l:202 /127.0.0.1:55381 | successfully executed <HELP> command!
2020-05-21 20:50:19 [main] INFO l:202 /127.0.0.1:55381 | successfully executed <HELP> command!
2020-05-21 20:50:19 [main] INFO l:202 /127.0.0.1:55381 | successfully executed <HELP> command!
2020-05-21 20:50:20 [main] INFO l:202 /127.0.0.1:55381 | successfully executed <HELP> command!
2020-05-21 20:50:20 [main] INFO l:202 /127.0.0.1:55381 | successfully executed <HELP> command!
2020-05-21 20:50:21 [main] INFO l:202 /127.0.0.1:55381 | successfully executed <HELP> command!
2020-05-21 21:26:38 [main] INFO l:129 /###.###.#.##:##### | server is waiting to users...
2020-05-21 21:26:42 [main] INFO l:174 /127.0.0.1:55702 | new user joined.
2020-05-21 21:28:30 [main] WARN l:208 /127.0.0.1:55702 | user left.
2020-05-21 21:28:37 [main] INFO l:174 /127.0.0.1:55711 | new user joined.
2020-05-21 21:28:43 [main] INFO l:201 /127.0.0.1:55711 | successfully executed <HELP> command!
2020-05-21 21:29:30 [main] WARN l:208 /127.0.0.1:55711 | user left.
2020-05-21 21:45:40 [main] INFO l:129 /###.###.#.##:##### | server is waiting to users...
2020-05-21 21:45:49 [main] INFO l:174 /127.0.0.1:55774 | new user joined.
2020-05-21 21:45:51 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:45:52 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:45:53 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:45:54 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:45:56 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:45:59 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:46:02 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <SHOW> command!
2020-05-21 21:46:05 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <SHOW> command!
2020-05-21 21:57:56 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:58:01 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:58:02 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:58:04 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:58:05 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:58:06 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:58:07 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:58:08 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:58:10 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:58:12 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:58:13 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:58:14 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:58:15 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:58:16 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 21:58:18 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <SHOW> command!
2020-05-21 21:58:20 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <SHOW> command!
2020-05-21 22:05:19 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 22:05:20 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 22:05:21 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 22:05:22 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 22:05:23 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 22:05:23 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 22:05:24 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <HELP> command!
2020-05-21 22:05:26 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <SHOW> command!
2020-05-21 22:05:28 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <SHOW> command!
2020-05-21 22:05:29 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <SHOW> command!
2020-05-21 22:05:30 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <SHOW> command!
2020-05-21 22:05:32 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <SHOW> command!
2020-05-21 22:05:33 [main] INFO l:201 /127.0.0.1:55774 | successfully executed <SHOW> command!
2020-05-21 22:14:01 [main] WARN l:208 /127.0.0.1:55774 | user left.
2020-05-21 22:14:24 [main] INFO l:129 /###.###.#.##:##### | server is waiting to users...
2020-05-21 22:14:30 [main] INFO l:174 /127.0.0.1:55891 | new user joined.
2020-05-21 22:14:33 [main] INFO l:202 /127.0.0.1:55891 | successfully executed <HELP> command!
2020-05-21 22:14:36 [main] INFO l:202 /127.0.0.1:55891 | successfully executed <HELP> command!
2020-05-21 22:14:37 [main] INFO l:202 /127.0.0.1:55891 | successfully executed <HELP> command!
2020-05-21 22:14:40 [main] WARN l:209 /127.0.0.1:55891 | user left.
2020-05-21 22:14:41 [main] INFO l:174 /127.0.0.1:55897 | new user joined.
2020-05-21 22:14:44 [main] INFO l:202 /127.0.0.1:55897 | successfully executed <HELP> command!
2020-05-21 22:14:45 [main] INFO l:202 /127.0.0.1:55897 | successfully executed <HELP> command!
2020-05-21 22:15:05 [main] WARN l:209 /127.0.0.1:55897 | user left.
2020-05-21 22:15:09 [main] INFO l:174 /127.0.0.1:55903 | new user joined.
2020-05-21 22:15:11 [main] INFO l:202 /127.0.0.1:55903 | successfully executed <HELP> command!
2020-05-21 22:15:12 [main] INFO l:202 /127.0.0.1:55903 | successfully executed <HELP> command!
2020-05-21 22:15:13 [main] INFO l:202 /127.0.0.1:55903 | successfully executed <HELP> command!
2020-05-21 22:15:36 [main] INFO l:129 /###.###.#.##:##### | server is waiting to users...
2020-05-21 22:15:41 [main] INFO l:174 /127.0.0.1:55916 | new user joined.
2020-05-21 22:15:43 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:44 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:46 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:46 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:47 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:48 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:49 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:50 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:51 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:52 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:53 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:53 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:54 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:55 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:55 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:56 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:57 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:57 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:58 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:59 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:15:59 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:16:00 [main] INFO l:202 /127.0.0.1:55916 | successfully executed <HELP> command!
2020-05-21 22:17:08 [main] WARN l:209 /127.0.0.1:55916 | user left.
2020-05-21 22:17:14 [main] INFO l:174 /127.0.0.1:55924 | new user joined.
2020-05-21 22:17:16 [main] INFO l:202 /127.0.0.1:55924 | successfully executed <HELP> command!
2020-05-21 22:17:17 [main] INFO l:202 /127.0.0.1:55924 | successfully executed <HELP> command!
2020-05-21 22:17:18 [main] INFO l:202 /127.0.0.1:55924 | successfully executed <HELP> command!
2020-05-21 22:17:20 [main] INFO l:202 /127.0.0.1:55924 | successfully executed <SHOW> command!
2020-05-21 22:17:21 [main] INFO l:202 /127.0.0.1:55924 | successfully executed <SHOW> command!
2020-05-21 22:17:23 [main] INFO l:202 /127.0.0.1:55924 | successfully executed <HELP> command!
2020-05-21 22:17:23 [main] INFO l:202 /127.0.0.1:55924 | successfully executed <HELP> command!
2020-05-21 22:17:24 [main] INFO l:202 /127.0.0.1:55924 | successfully executed <HELP> command!
2020-05-21 22:17:25 [main] INFO l:202 /127.0.0.1:55924 | successfully executed <HELP> command!
2020-05-21 22:17:26 [main] INFO l:202 /127.0.0.1:55924 | successfully executed <HELP> command!
2020-05-21 22:17:26 [main] INFO l:202 /127.0.0.1:55924 | successfully executed <HELP> command!
2020-05-21 22:17:27 [main] INFO l:202 /127.0.0.1:55924 | successfully executed <HELP> command!
2020-05-21 22:17:28 [main] INFO l:202 /127.0.0.1:55924 | successfully executed <HELP> command!
2020-05-21 22:17:28 [main] INFO l:202 /127.0.0.1:55924 | successfully executed <HELP> command!
2020-05-21 22:17:44 [main] WARN l:209 /127.0.0.1:55924 | user left.
2020-05-21 22:17:49 [main] INFO l:174 /127.0.0.1:55930 | new user joined.
2020-05-21 22:17:51 [main] INFO l:202 /127.0.0.1:55930 | successfully executed <HELP> command!
2020-05-21 22:17:52 [main] WARN l:209 /127.0.0.1:55930 | user left.
2020-05-21 22:18:21 [main] INFO l:174 /127.0.0.1:55936 | new user joined.
2020-05-21 22:18:22 [main] INFO l:202 /127.0.0.1:55936 | successfully executed <HELP> command!
2020-05-21 22:18:24 [main] INFO l:202 /127.0.0.1:55936 | successfully executed <SHOW> command!
2020-05-21 22:18:26 [main] INFO l:202 /127.0.0.1:55936 | successfully executed <SHOW> command!
2020-05-21 22:18:28 [main] INFO l:202 /127.0.0.1:55936 | successfully executed <SHOW> command!
2020-05-21 22:18:29 [main] INFO l:202 /127.0.0.1:55936 | successfully executed <SHOW> command!
2020-05-21 22:18:30 [main] INFO l:202 /127.0.0.1:55936 | successfully executed <SHOW> command!
2020-05-21 22:18:31 [main] INFO l:202 /127.0.0.1:55936 | successfully executed <SHOW> command!
2020-05-21 22:23:19 [main] INFO l:202 /127.0.0.1:55936 | successfully executed <HELP> command!
2020-05-21 22:23:28 [main] INFO l:129 /###.###.#.##:##### | server is waiting to users...
2020-05-21 22:23:30 [main] INFO l:174 /127.0.0.1:55966 | new user joined.
2020-05-21 22:23:32 [main] INFO l:202 /127.0.0.1:55966 | successfully executed <HELP> command!
2020-05-21 22:23:55 [main] INFO l:129 /###.###.#.##:##### | server is waiting to users...
2020-05-21 22:24:03 [main] INFO l:174 /127.0.0.1:55979 | new user joined.
2020-05-21 22:24:03 [main] INFO l:201 /127.0.0.1:55979 | successfully executed <HELP> command!
2020-05-21 22:24:57 [main] INFO l:201 /127.0.0.1:55979 | successfully executed <HELP> command!
2020-05-21 22:27:34 [main] WARN l:208 /127.0.0.1:55979 | user left.
2020-05-21 22:27:38 [main] INFO l:174 /127.0.0.1:55992 | new user joined.
